Version,Run,Split,Epoch,Accuracy,Loss
ES-EN,0,val_l2,8,27.821955119008184,2.2898913383483883
ES-EN,0,val_l2,9,28.10421219444684,2.280256104469299
ES-EN,0,val_l2,10,27.746086535201663,2.2717718839645387
ES-EN,0,val_l2,11,28.371653490612537,2.2576792240142822
ES-EN,0,val_l2,12,28.60869698495146,2.2595223665237425
ES-EN,0,val_l2,13,29.23661850631151,2.2441755056381227
ES-EN,0,val_l2,14,29.742935467246287,2.222843432426453
ES-EN,0,val_l2,15,29.48544984217082,2.2287139892578125
ES-EN,0,val_l2,16,29.539904353230646,2.2263176679611205
ES-EN,0,val_l2,17,29.677081151348787,2.21680953502655
ES-EN,0,val_l2,18,30.277123759634126,2.212259340286255
ES-EN,0,val_l2,19,30.13616198797629,2.210938501358032
ES-EN,0,val_l2,20,30.431535393498216,2.2039455652236937
ES-EN,0,val_l2,21,30.27447010979934,2.2017268896102906
ES-EN,0,val_l2,22,30.480591028864637,2.1991373538970946
ES-EN,0,val_l2,23,31.101517175238918,2.1837534427642824
ES-EN,0,val_l2,24,30.430341560443665,2.195627808570862
ES-EN,0,val_l2,25,31.10179771776526,2.182903242111206
ES-EN,0,val_l2,26,30.454939206296416,2.186868143081665
ES-EN,0,val_l2,27,30.58983087547339,2.182108473777771
ES-EN,0,val_l2,28,31.092458052673724,2.182955718040466
ES-EN,0,val_l2,29,31.06749078333699,2.182579874992371
ES-EN,0,val_l2,30,30.643213612342084,2.182000851631164
ES-EN,0,val_l2,31,30.793619655182393,2.178578305244446
ES-EN,0,val_l2,32,31.370772878434938,2.1699295043945317
ES-EN,0,val_l2,33,31.096211768263785,2.182214164733887
ES-EN,0,val_l2,34,31.43631727670853,2.17592625617981
ES-EN,0,val_l2,35,31.24889428574274,2.1769226789474487
ES-EN,0,val_l2,36,31.63709773100264,2.1710899829864503
ES-EN,0,val_l2,37,31.332397541422925,2.171045708656311
ES-EN,0,val_l2,38,31.451336376858922,2.168982172012329
ES-EN,0,val_l2,39,31.42289645279531,2.17160427570343
ES-EN,0,val_l2,40,31.559716711740677,2.1756247997283933
ES-EN,0,val_l2,41,31.71862842066421,2.16838481426239
ES-EN,0,val_l2,42,31.602636708798645,2.1669198751449588
ES-EN,0,val_l2,43,31.509846241465635,2.176712155342102
ES-EN,0,val_l2,44,31.515246746848227,2.176352119445801
ES-EN,0,val_l2,45,31.011903730078814,2.189480495452881
ES-EN,0,val_l2,46,31.187205432360056,2.1864017248153687
ES-EN,0,val_l2,47,31.444141124420625,2.177144122123718
ES-EN,0,val_l2,48,31.43338883555204,2.1834847211837767
ES-EN,0,val_l2,49,31.544706512660955,2.171649765968323
ES-EN,0,val_l2,50,31.932586137294667,2.175655436515808
ES-EN,1,train,1,19.445460828438826,2.7024275696638855
ES-EN,1,train,2,24.332781487753355,2.391867518424988
ES-EN,1,train,3,26.10733295370122,2.3222001285263967
ES-EN,1,train,4,27.15226843061469,2.2834689996459265
ES-EN,1,train,5,27.617314788303254,2.2541172757293237
ES-EN,1,train,6,28.412659537234287,2.2322773951472668
ES-EN,1,train,7,28.938150834289942,2.215321483034075
ES-EN,1,train,8,29.231208698139785,2.2010449568430577
ES-EN,1,train,9,29.646655961811966,2.186484515666963
ES-EN,1,train,10,29.904249609238832,2.1770122358293245
ES-EN,1,train,11,30.264393222101038,2.1675410686117225
ES-EN,1,train,12,30.385672682013368,2.1580933892365657
ES-EN,1,train,13,30.609235097165136,2.1481285095214844
ES-EN,1,train,14,30.980579430734114,2.139161283319646
ES-EN,1,train,15,31.0312360575156,2.1333989410689376
ES-EN,1,train,16,31.268248829322427,2.1273430838729395
ES-EN,1,train,17,31.58847774236878,2.11857130130132
ES-EN,1,train,18,31.660550876358265,2.1131395878213834
ES-EN,1,train,19,31.93642008467917,2.1064588644287805
ES-EN,1,train,20,31.91934868501286,2.1009937831849763
ES-EN,1,train,21,32.14476998551357,2.0950283679095185
ES-EN,1,train,22,32.358290370986445,2.0908741589748487
ES-EN,1,train,23,32.52972575591118,2.0843910340106864
ES-EN,1,train,24,32.69210292534154,2.0822099627870503
ES-EN,1,train,25,32.93250075893362,2.075272036321238
ES-EN,1,train,26,32.885375473882206,2.0701811584559353
ES-EN,1,train,27,33.23367555740066,2.064145799839134
ES-EN,1,train,28,33.26619262877911,2.060728763992137
ES-EN,1,train,29,33.44479186054012,2.0577228141553485
ES-EN,1,train,30,33.39788020651229,2.053739708481414
ES-EN,1,train,31,33.6616598953123,2.048045193607157
ES-EN,1,train,32,33.7969171202806,2.0438442681774944
ES-EN,1,train,33,33.90658845939285,2.0394951954032443
ES-EN,1,train,34,34.21149988211785,2.0371994773546858
ES-EN,1,train,35,34.196371334624715,2.03256940028884
ES-EN,1,train,36,34.248564249086705,2.0291508643916165
ES-EN,1,train,37,34.46736820554661,2.0254960403297875
ES-EN,1,train,38,34.4505150617014,2.021915567643715
ES-EN,1,train,39,34.61304753462699,2.020641267299651
ES-EN,1,train,40,34.623562761812245,2.0142335674979472
ES-EN,1,train,41,34.84949703786316,2.009611329345991
ES-EN,1,train,42,34.94292274612486,2.008298146002222
ES-EN,1,train,43,35.02053872741159,2.003229156588063
ES-EN,1,train,44,35.053726882730004,2.001607627579661
ES-EN,1,train,45,35.157946340556535,1.99862322753126
ES-EN,1,train,46,35.346474079524114,1.9941816275770012
ES-EN,1,train,47,35.371288839614046,1.9919396395033053
ES-EN,1,train,48,35.59824387479239,1.9880614533568877
ES-EN,1,train,49,35.7051511986395,1.9857464026321061
ES-EN,1,train,50,35.66755891763655,1.9822048806782915
ES-EN,1,val_l1,1,26.086275256720416,2.3015897274017334
ES-EN,1,val_l1,2,28.422099849976927,2.2003083944320676
ES-EN,1,val_l1,3,29.007130451461506,2.1544782638549806
ES-EN,1,val_l1,4,30.987556024185444,2.1154160737991337
ES-EN,1,val_l1,5,30.991768363654444,2.100850939750671
ES-EN,1,val_l1,6,31.314137118615562,2.0904616594314582
ES-EN,1,val_l1,7,31.76078720820067,2.074275231361389
ES-EN,1,val_l1,8,32.01066632867128,2.060042142868042
ES-EN,1,val_l1,9,32.13302978932611,2.0510534286499027
ES-EN,1,val_l1,10,32.509559053441585,2.0374644517898557
ES-EN,1,val_l1,11,33.2697188642686,2.029515099525452
ES-EN,1,val_l1,12,33.08749917701083,2.028459227085114
ES-EN,1,val_l1,13,33.168453241917234,2.02341001033783
ES-EN,1,val_l1,14,33.67310693184202,2.0156612277030947
ES-EN,1,val_l1,15,33.66793171946583,2.007148551940918
ES-EN,1,val_l1,16,34.254376268310445,2.0033487677574158
ES-EN,1,val_l1,17,34.07536739982451,1.9974157452583312
ES-EN,1,val_l1,18,34.10745181312218,1.9960277318954467
ES-EN,1,val_l1,19,34.07003469743477,2.0004269838333135
ES-EN,1,val_l1,20,34.616485219961085,1.9862916588783266
ES-EN,1,val_l1,21,34.11992984406041,1.9881663322448733
ES-EN,1,val_l1,22,34.538713424478736,1.9772520065307617
ES-EN,1,val_l1,23,34.89602223023324,1.9779082536697388
ES-EN,1,val_l1,24,34.39120692545976,1.9801934361457825
ES-EN,1,val_l1,25,34.511982068107116,1.9715076208114624
ES-EN,1,val_l1,26,34.555764112242066,1.97336745262146
ES-EN,1,val_l1,27,34.65826831368595,1.9739312052726745
ES-EN,1,val_l1,28,34.93440057114132,1.970814907550812
ES-EN,1,val_l1,29,34.51587242606891,1.9715495347976681
ES-EN,1,val_l1,30,34.854981166243704,1.9668618917465208
ES-EN,1,val_l1,31,35.15736508106782,1.9639299154281615
ES-EN,1,val_l1,32,35.24015771263863,1.960554015636444
ES-EN,1,val_l1,33,35.00121596411982,1.959361183643341
ES-EN,1,val_l1,34,35.27851504347485,1.9618134140968322
ES-EN,1,val_l1,35,35.511729670231375,1.9552636027336119
ES-EN,1,val_l1,36,34.94595565947722,1.9601898670196534
ES-EN,1,val_l1,37,35.29113326407828,1.9572872638702392
ES-EN,1,val_l1,38,35.13869106255562,1.9594597578048707
ES-EN,1,val_l1,39,34.819329634259695,1.9600458383560182
ES-EN,1,val_l1,40,35.10160064180506,1.9612151622772218
ES-EN,1,val_l1,41,35.26368103119026,1.955644118785858
ES-EN,1,val_l1,42,34.74801698036256,1.961878764629364
ES-EN,1,val_l1,43,35.11926379801474,1.9575958132743836
ES-EN,1,val_l1,44,34.85782362910995,1.9545171141624451
ES-EN,1,val_l1,45,35.16896639480734,1.9574293255805968
ES-EN,1,val_l1,46,35.30059945803557,1.9529156327247623
ES-EN,1,val_l1,47,35.326781062771715,1.953585648536682
ES-EN,1,val_l1,48,35.13841702228531,1.9571800231933594
ES-EN,1,val_l1,49,35.36162269402898,1.9543420553207398
ES-EN,1,val_l1,50,35.41115657889945,1.9567469358444214
ES-EN,1,val_l2,1,21.66313134598333,2.580053663253784
ES-EN,1,val_l2,2,23.795888132428278,2.464389991760254
ES-EN,1,val_l2,3,25.87395494031694,2.4080833911895754
ES-EN,1,val_l2,4,26.408134835453808,2.380340003967285
ES-EN,1,val_l2,5,26.86212808677049,2.342112684249878
ES-EN,1,val_l2,6,27.224504598793253,2.3183683395385737
ES-EN,1,val_l2,7,27.70758276723443,2.299081015586853
ES-EN,1,val_l2,8,28.136993447325775,2.2900417327880858
ES-EN,1,val_l2,9,27.98072678079009,2.2838145256042477
ES-EN,1,val_l2,10,28.412082489369652,2.2733122825622556
ES-EN,1,val_l2,11,28.51478123760479,2.265943717956543
ES-EN,1,val_l2,12,29.123835870096045,2.247223901748657
ES-EN,1,val_l2,13,29.102523297370183,2.2390315532684326
ES-EN,1,val_l2,14,29.10421088276734,2.235350465774536
ES-EN,1,val_l2,15,29.252889639956162,2.2350054740905763
ES-EN,1,val_l2,16,29.39379335461649,2.230187249183655
ES-EN,1,val_l2,17,29.152051085852108,2.2361581802368162
ES-EN,1,val_l2,18,29.761234767381563,2.218953394889832
ES-EN,1,val_l2,19,29.89149219684534,2.2039654970169065
ES-EN,1,val_l2,20,29.99046978643097,2.2118054628372192
ES-EN,1,val_l2,21,30.50207064100915,2.2017416954040527
ES-EN,1,val_l2,22,29.895779835356752,2.2097859382629395
ES-EN,1,val_l2,23,30.13042591362826,2.199599575996399
ES-EN,1,val_l2,24,30.411454203435117,2.190245342254639
ES-EN,1,val_l2,25,30.1552752877562,2.200542712211609
ES-EN,1,val_l2,26,30.3637698554048,2.191350913047791
ES-EN,1,val_l2,27,30.609942968358197,2.1852710485458373
ES-EN,1,val_l2,28,30.784968666139438,2.1911720752716066
ES-EN,1,val_l2,29,30.904039516326602,2.1827178478240965
ES-EN,1,val_l2,30,30.52717668556159,2.18697817325592
ES-EN,1,val_l2,31,30.69667719897242,2.1856499195098875
ES-EN,1,val_l2,32,30.352190659053573,2.189271879196167
ES-EN,1,val_l2,33,30.669638925617424,2.1914033889770512
ES-EN,1,val_l2,34,31.097162169384927,2.179817247390747
ES-EN,1,val_l2,35,30.86494536657182,2.1888803482055663
ES-EN,1,val_l2,36,31.201356107929353,2.1767589807510377
ES-EN,1,val_l2,37,31.093207654811213,2.1827120065689085
ES-EN,1,val_l2,38,31.08292434190439,2.1789711713790894
ES-EN,1,val_l2,39,31.403782653238927,2.1736377000808713
ES-EN,1,val_l2,40,31.278114854464174,2.1788944244384765
ES-EN,1,val_l2,41,31.719645881082663,2.17993655204773
ES-EN,1,val_l2,42,31.344977577988967,2.1746182441711426
ES-EN,1,val_l2,43,31.26107624679464,2.174450993537903
ES-EN,1,val_l2,44,31.1607149131257,2.184170174598694
ES-EN,1,val_l2,45,31.630576996065066,2.1702293157577515
ES-EN,1,val_l2,46,31.124410696182466,2.1787706136703493
ES-EN,1,val_l2,47,31.02753723079549,2.182000017166138
ES-EN,1,val_l2,48,31.021978519591066,2.181968641281128
ES-EN,1,val_l2,49,31.14143920800072,2.1821884393692015
ES-EN,1,val_l2,50,31.363103873767795,2.177502703666687
ES-EN,2,train,1,19.400869352768737,2.7067035490816296
ES-EN,2,train,2,24.189005506764975,2.3994864080891443
ES-EN,2,train,3,25.89262546686834,2.3274838057431317
ES-EN,2,train,4,27.047211719713584,2.284999858249318
ES-EN,2,train,5,27.819571297849407,2.2533551201675897
ES-EN,2,train,6,28.519027658272915,2.2310356551950625
ES-EN,2,train,7,28.73063214019665,2.2143943201411855
ES-EN,2,train,8,29.14423924533458,2.1985884363001023
ES-EN,2,train,9,29.580968533355495,2.185206705873665
ES-EN,2,train,10,30.012149741768,2.174517967484215
ES-EN,2,train,11,30.10025458397999,2.163394778063802
ES-EN,2,train,12,30.460396773258978,2.1538207476789304
ES-EN,2,train,13,30.57585573930236,2.145879326444683
ES-EN,2,train,14,30.877561744373732,2.139558687354579
ES-EN,2,train,15,31.072784151390454,2.1297506671963307
ES-EN,2,train,16,31.377001698199855,2.123845853588797
ES-EN,2,train,17,31.658032100855863,2.1138922102523585
ES-EN,2,train,18,31.787889135608577,2.109260703578139
ES-EN,2,train,19,31.860079036784988,2.1047023950201096
ES-EN,2,train,20,32.15351402442142,2.097181565833814
ES-EN,2,train,21,32.150287475224,2.091134161660166
ES-EN,2,train,22,32.66904999384201,2.084281077890684
ES-EN,2,train,23,32.56013860698317,2.082176818992153
ES-EN,2,train,24,32.76585674877597,2.076540759115507
ES-EN,2,train,25,32.88448847644773,2.0728605732773304
ES-EN,2,train,26,32.95626314752311,2.066416334925277
ES-EN,2,train,27,33.34083134614146,2.061409440004466
ES-EN,2,train,28,33.41806004166926,2.05699823570974
ES-EN,2,train,29,33.53219403620253,2.051971472574003
ES-EN,2,train,30,33.72759307452338,2.0493462221188974
ES-EN,2,train,31,33.71773074149977,2.0442568930712604
ES-EN,2,train,32,33.931136635259705,2.040633941238576
ES-EN,2,train,33,34.00272490056639,2.0372427539391955
ES-EN,2,train,34,34.05249501292954,2.0350697437922163
ES-EN,2,train,35,34.225685645075906,2.0296489849235066
ES-EN,2,train,36,34.37125786316321,2.025161264520703
ES-EN,2,train,37,34.377327018100644,2.022084869218594
ES-EN,2,train,38,34.663408127059995,2.0148323087981246
ES-EN,2,train,39,34.70706797501643,2.014460423679063
ES-EN,2,train,40,34.79366919527435,2.011606718554642
ES-EN,2,train,41,34.80000889498426,2.0080141750248983
ES-EN,2,train,42,34.969422369363066,2.003931287563209
ES-EN,2,train,43,35.14432311299262,2.000354759620896
ES-EN,2,train,44,35.14563258642706,1.9981736143430073
ES-EN,2,train,45,35.39582781552675,1.9940241105628735
ES-EN,2,train,46,35.236011258798456,1.9930871147097968
ES-EN,2,train,47,35.48456674593706,1.988570805751916
ES-EN,2,train,48,35.478384023471115,1.9866394797960916
ES-EN,2,train,49,35.629132752990884,1.9815190994378296
ES-EN,2,train,50,35.72323794244694,1.9813625668034405
ES-EN,2,val_l1,1,25.95682886128967,2.3015875339508054
ES-EN,2,val_l1,2,28.2122698880166,2.1995402097702024
ES-EN,2,val_l1,3,30.094528604743925,2.1518461227416994
ES-EN,2,val_l1,4,30.817598190419822,2.110983872413635
ES-EN,2,val_l1,5,31.19716082655105,2.090411901473999
ES-EN,2,val_l1,6,32.01319718048354,2.06932647228241
ES-EN,2,val_l1,7,32.3017055003373,2.062287068367005
ES-EN,2,val_l1,8,32.36545844443151,2.0532382369041446
ES-EN,2,val_l1,9,32.916367618003356,2.033402705192566
ES-EN,2,val_l1,10,32.738141535916434,2.032638120651245
ES-EN,2,val_l1,11,32.95149288646188,2.0234706163406373
ES-EN,2,val_l1,12,33.004526825559545,2.023485505580902
ES-EN,2,val_l1,13,33.61977542753288,2.006894898414612
ES-EN,2,val_l1,14,33.06603718695844,2.0115557432174684
ES-EN,2,val_l1,15,33.75133342425291,1.9941376209259036
ES-EN,2,val_l1,16,34.01450816499907,1.9915972828865052
ES-EN,2,val_l1,17,33.96084982091597,1.9923600196838378
ES-EN,2,val_l1,18,34.42817610118719,1.9840091228485108
ES-EN,2,val_l1,19,34.59460934698757,1.9755007266998292
ES-EN,2,val_l1,20,34.320018179921405,1.9842506408691407
ES-EN,2,val_l1,21,34.68436993152051,1.9784313321113587
ES-EN,2,val_l1,22,34.666517462063815,1.9738460779190063
ES-EN,2,val_l1,23,34.992682063740546,1.9667167067527773
ES-EN,2,val_l1,24,34.76247479916609,1.9690712094306946
ES-EN,2,val_l1,25,34.742540461267716,1.968852686882019
ES-EN,2,val_l1,26,35.00419988892468,1.9639071702957154
ES-EN,2,val_l1,27,35.022719719035706,1.9647335767745973
ES-EN,2,val_l1,28,35.32892909980472,1.9610675692558288
ES-EN,2,val_l1,29,35.04657451128444,1.9625779032707216
ES-EN,2,val_l1,30,35.32688286983123,1.961127233505249
ES-EN,2,val_l1,31,35.36998299148344,1.9560993075370787
ES-EN,2,val_l1,32,35.08057624265456,1.9507348895072938
ES-EN,2,val_l1,33,35.645998536211984,1.9500908732414246
ES-EN,2,val_l1,34,35.585064327421605,1.9505910396575927
ES-EN,2,val_l1,35,35.65434189944124,1.9443672418594362
ES-EN,2,val_l1,36,35.49782373432973,1.9500955820083616
ES-EN,2,val_l1,37,35.344142444810984,1.9530827403068542
ES-EN,2,val_l1,38,35.93650787155577,1.9449139952659606
ES-EN,2,val_l1,39,35.83284316568281,1.949703824520111
ES-EN,2,val_l1,40,35.59052395964698,1.9461843371391296
ES-EN,2,val_l1,41,35.4828656692764,1.9526043057441709
ES-EN,2,val_l1,42,35.7027644767385,1.9457072138786315
ES-EN,2,val_l1,43,35.859472591480774,1.9449562907218931
ES-EN,2,val_l1,44,35.465632049580385,1.9463115096092225
ES-EN,2,val_l1,45,35.67489604779375,1.941662049293518
ES-EN,2,val_l1,46,35.34667931160589,1.9467565774917603
ES-EN,2,val_l1,47,35.9628175580868,1.9393999934196473
ES-EN,2,val_l1,48,35.59620113928286,1.9444804430007934
ES-EN,2,val_l1,49,36.00423087967307,1.9452686190605164
ES-EN,2,val_l1,50,35.64831548305657,1.9466861009597778
ES-EN,2,val_l2,1,21.069851732082864,2.5900267362594604
ES-EN,2,val_l2,2,24.09205003561655,2.4767117738723754
ES-EN,2,val_l2,3,25.571150234324353,2.4085108757019045
ES-EN,2,val_l2,4,25.94875622537696,2.3802889823913578
ES-EN,2,val_l2,5,26.4855538229705,2.3457768678665154
ES-EN,2,val_l2,6,27.137687039456733,2.327944207191467
ES-EN,2,val_l2,7,27.58243176640373,2.3013631105422974
ES-EN,2,val_l2,8,28.293672917492582,2.2802973985671997
ES-EN,2,val_l2,9,28.131854145598943,2.279234313964844
ES-EN,2,val_l2,10,28.252869371665845,2.261176919937134
ES-EN,2,val_l2,11,28.55837811601812,2.2530282497406007
ES-EN,2,val_l2,12,29.049083099059082,2.234997773170471
ES-EN,2,val_l2,13,29.199580261236534,2.2412241458892823
ES-EN,2,val_l2,14,29.429016489405498,2.224698066711426
ES-EN,2,val_l2,15,29.283580674311057,2.23278386592865
ES-EN,2,val_l2,16,29.771251108638793,2.219371008872986
ES-EN,2,val_l2,17,30.024941138517775,2.2113048553466794
ES-EN,2,val_l2,18,29.90828487826806,2.214215445518494
ES-EN,2,val_l2,19,29.843746287970095,2.2189883470535277
ES-EN,2,val_l2,20,30.420015819256996,2.1951090812683107
ES-EN,2,val_l2,21,30.53202342953215,2.1931251764297484
ES-EN,2,val_l2,22,30.380556363441116,2.1930264234542842
ES-EN,2,val_l2,23,30.559382728442547,2.196508550643921
ES-EN,2,val_l2,24,30.808134959627363,2.1893775939941404
ES-EN,2,val_l2,25,30.906128458255917,2.1893845796585083
ES-EN,2,val_l2,26,30.96065706721451,2.186216354370117
ES-EN,2,val_l2,27,30.92199476532129,2.1809868097305296
ES-EN,2,val_l2,28,30.898738295501673,2.186622452735901
ES-EN,2,val_l2,29,30.99259141209564,2.176501059532166
ES-EN,2,val_l2,30,31.25068135570948,2.176398563385009
ES-EN,2,val_l2,31,31.230377240494505,2.1793322563171387
ES-EN,2,val_l2,32,31.047142738712523,2.1819325923919677
ES-EN,2,val_l2,33,31.040735380072352,2.185339784622193
ES-EN,2,val_l2,34,31.310307081900508,2.18110933303833
ES-EN,2,val_l2,35,31.01727118796205,2.1914542913436894
ES-EN,2,val_l2,36,31.26644091388415,2.1787687063217165
ES-EN,2,val_l2,37,31.55618996757546,2.1714539527893066
ES-EN,2,val_l2,38,31.183712808302424,2.1845357179641725
ES-EN,2,val_l2,39,31.839361657302742,2.1697456359863283
ES-EN,2,val_l2,40,31.32589314986708,2.1771045207977298
ES-EN,2,val_l2,41,31.972531055422685,2.164265251159668
ES-EN,2,val_l2,42,31.683255663979825,2.180346322059631
ES-EN,2,val_l2,43,31.805509485441597,2.173671555519104
ES-EN,2,val_l2,44,31.701643462184222,2.182915449142456
ES-EN,2,val_l2,45,31.540564222757396,2.1786776781082153
ES-EN,2,val_l2,46,31.870390405740526,2.175063037872315
ES-EN,2,val_l2,47,31.500998480897643,2.1947843551635744
ES-EN,2,val_l2,48,31.517309929382968,2.1768898963928223
ES-EN,2,val_l2,49,31.84049962053185,2.175333833694458
ES-EN,2,val_l2,50,31.70712756930877,2.17434298992157
ES-EN,3,train,1,19.445031265458788,2.6977980823227865
ES-EN,3,train,2,24.00801483885157,2.39739061124397
ES-EN,3,train,3,25.742522637657714,2.327934434919645
ES-EN,3,train,4,26.978746786904214,2.2821816205978394
ES-EN,3,train,5,27.78752048776959,2.2531473853371353
ES-EN,3,train,6,28.300004110629008,2.2316084522189503
